"dataset","reviewPriority","proposedAction","recommendation","query","expectedTitle","top1Title","expectedOtid","top1Otid","finalRank","entryBucket","flags","titleSimilarity","rationale"
"Main","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","软件工程学院的教师 报名辅导员需要在什么日期前要准备要准备什么材料 以及聘用后试用期多久","软件工程学院关于拟选聘中山大学青年教师专职辅导员的通知","软件工程学院关于拟选聘中山大学青年教师专职辅导员的通知","otid_33a5558a3b214bde","otid_33a5558a3b214bde","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"Main","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","软件工程学院2025年青年教师专职辅导员的选聘条件和程序是什么","软件工程学院关于拟选聘中山大学青年教师专职辅导员的通知","软件工程学院关于拟选聘中山大学青年教师专职辅导员的通知","otid_33a5558a3b214bde","otid_33a5558a3b214bde","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"Main","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","我2017年拿的学士学位，能报2021年的同等学力硕士考试吗？","关于同等学力人员申请硕士学位2021年全国统一考试报名工作的通知","关于同等学力人员申请硕士学位2021年全国统一考试报名工作的通知","otid_3bb5095120fb432b","otid_3bb5095120fb432b","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"Main","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","一名党务工作人员 可以报考2026年思政博士的哪些专业 考核方式如何","中山大学2026年高校思想政治工作骨干在职攻读博士学位专项计划研究生招生简章","中山大学2026年高校思想政治工作骨干在职攻读博士学位专项计划研究生招生简章","otid_fa0f61539ae34c82","otid_fa0f61539ae34c82","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"Main","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","2024学年研究生国家奖学金补充通知中，申请人需要满足哪些基本条件？","研究生院关于做好2024学年研究生国家奖学金评选工作的补充通知","研究生院关于做好2024学年研究生国家奖学金评选工作的补充通知","otid_1a4309ab66454772","otid_1a4309ab66454772","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"Main","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","2026年附属医院博士统一笔试的准考证打印时间和网址是什么","2026年中山大学附属医院博士“申请-考核”制招生统一笔试赴考须知","2026年中山大学附属医院博士“申请-考核”制招生统一笔试赴考须知","otid_0aee6cb0df774649","otid_0aee6cb0df774649","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"Main","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","2024年中山大学材料学院工程硕博士改革专项补报名的学院邮箱地址是什么？","招生资讯转载 | 中山大学材料科学与工程学院关于接收2024年工程硕博士改革专项研究生的补报名通知","招生资讯转载 | 中山大学材料科学与工程学院关于接收2024年工程硕博士改革专项研究生的补报名通知","otid_fd6621f974774e1c","otid_fd6621f974774e1c","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"Main","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","2020年高水平运动队测试的报到地点有哪些？","关于中山大学2020年高水平运动队招生测试安排的通知","关于中山大学2020年高水平运动队招生测试安排的通知","otid_a03c3337485448e0","otid_a03c3337485448e0","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"Main","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","在2024-2025学年软件工程学院本科生综测中 学习竞赛及科研成果类的加分上限是多少 并请举一个国际级特等奖的加分例子","软件工程学院关于开展本科生2024-2025学年综合素质测评工作的通知","软件工程学院关于开展本科生2024-2025学年综合素质测评工作的通知","otid_44984069cc2b4f1f","otid_44984069cc2b4f1f","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"Main","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","2019年访学资助金额限制多少","关于启动2019年中山大学博士生国外访学与合作研究项目资助计划的通知","关于启动2019年中山大学博士生国外访学与合作研究项目资助计划的通知","otid_72560bd680b24a42","otid_72560bd680b24a42","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"Main","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","2018年博士生国外访学与合作研究项目的资助金额和资助周期是什么？","关于下达2018年中山大学博士生国外访学与合作研究项目资助计划的通知","关于下达2018年中山大学博士生国外访学与合作研究项目资助计划的通知","otid_8f3b2fa91c544f99","otid_8f3b2fa91c544f99","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"Main","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","中山大学2025年外语类保送生面试的报到地点是哪里？","中山大学关于2025年外语类保送生面试考核安排的通知","中山大学关于2025年外语类保送生面试考核安排的通知","otid_17202809ac554122","otid_17202809ac554122","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"Main","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","2020同等学力临床医学博士论文答辩网上申请时间","关于2020年同等学力人员申请临床医学博士专业学位论文答辩的通知","关于2020年同等学力人员申请临床医学博士专业学位论文答辩的通知","otid_f7a9215086674711","otid_f7a9215086674711","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"Main","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","2021中山大学高水平运动队测试 地点 时间","中山大学关于2021年高水平运动队招生测试安排的通知","中山大学关于2021年高水平运动队招生测试安排的通知","otid_14ff3c5f13ac4c49","otid_14ff3c5f13ac4c49","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"InDomain","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","如果我在2019年同等学力临床医学博士资格认定里已经通过英语考试并交了材料 后面学校会怎么审查并通知结果","关于2019年在职临床医师以研究生毕业同等学力申请临床医学博士专业学位资格认定的 通知","关于2019年在职临床医师以研究生毕业同等学力申请临床医学博士专业学位资格认定的 通知","otid_ffd4fbd63cc34a41","otid_ffd4fbd63cc34a41","1","already_top1","vague_or_context_dependent_query|same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; query contains vague or context-dependent wording; audit indicates a possible boundary or metric interpretation issue."
"InDomain","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","2023年鹏城实验室联合培养博士政策要点","2023年中山大学-鹏城实验室联合培养博士研究生专项计划招生简章","2023年中山大学-鹏城实验室联合培养博士研究生专项计划招生简章","otid_903e35dbd70b496d","otid_903e35dbd70b496d","1","already_top1","vague_or_context_dependent_query|same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; query contains vague or context-dependent wording; audit indicates a possible boundary or metric interpretation issue."
"InDomain","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","一个非在职考生 想调剂到的南疆高校教师专项 需要满足要什么条件并怎么弄","中山大学2025年定向南疆高校教师专项调剂公告（第二批）","中山大学2025年定向南疆高校教师专项调剂公告（第二批）","otid_e2d751b9441d4178","otid_e2d751b9441d4178","1","already_top1","no_explicit_year|same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected document is year-specific but query has no explicit year; expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"InDomain","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","2024年上半年同等学力人员申请硕士学位论文答辩的完整步骤包括哪些","关于2024年上半年同等学力人员申请硕士学位论文答辩的通知","关于2024年上半年同等学力人员申请硕士学位论文答辩的通知","otid_f47cc83680a34adf","otid_f47cc83680a34adf","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"InDomain","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","申请2024年推免的流程怎么走是怎样的","中山大学2024年推荐免试研究生接收办法","中山大学2024年推荐免试研究生接收办法","otid_f3ee1947f40e4b18","otid_f3ee1947f40e4b18","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"InDomain","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","2025年南疆高校教师专项调剂的完整申请流程是怎样的","中山大学2025年定向南疆高校教师专项调剂公告（第二批）","中山大学2025年定向南疆高校教师专项调剂公告（第二批）","otid_e2d751b9441d4178","otid_e2d751b9441d4178","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"InDomain","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","2024年硕士招生的要要什么条件和报名流程是怎样的","中山大学2024年硕士研究生招生章程及招生学科专业目录","中山大学2024年硕士研究生招生章程及招生学科专业目录","otid_1c14b6043fd645c8","otid_1c14b6043fd645c8","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"InDomain","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","2024临床医学博士同等学力资格认定 从提交材料到学校审核流程怎么走","关于2024年在职临床医师以研究生毕业同等学力申请临床医学博士专业学位资格认定的通知","关于2024年在职临床医师以研究生毕业同等学力申请临床医学博士专业学位资格认定的通知","otid_79fde873cbd54280","otid_79fde873cbd54280","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"InDomain","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","报考2024年退役大学生士兵计划需要提交哪些报名材料 并在复试时如何审查资格","中山大学2024年“退役大学生士兵”专项硕士研究生招生计划招生公告","中山大学2024年“退役大学生士兵”专项硕士研究生招生计划招生公告","otid_8b89d42037fa4682","otid_8b89d42037fa4682","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"InDomain","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","2026年中山大学海外直博采用什么招生方式？","中山大学2026年招收海外高校优秀中国籍本科毕业生直接攻读博士学位招生简章","中山大学2026年招收海外高校优秀中国籍本科毕业生直接攻读博士学位招生简章","otid_a197d7d56a914cf0","otid_a197d7d56a914cf0","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"InDomain","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","中山大学2019年自主招生的面试是如何进行的？","中山大学2019年自主招生准考证打印及考核方案的相关说明","中山大学2019年自主招生准考证打印及考核方案的相关说明","otid_66d0b0a3af494257","otid_66d0b0a3af494257","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"InDomain","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","2026年鹏城实验室-中大联培专项计划招收哪些学科专业的博士生？","鹏城国家实验室-中山大学2026年联合培养博士研究生专项计划招生简章","鹏城国家实验室-中山大学2026年联合培养博士研究生专项计划招生简章","otid_ae46d4b5d6e74990","otid_ae46d4b5d6e74990","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"InDomain","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","如果我想按2025年软件工程学院转院系专业规则转入软件工程学院 资格要求 初试面试和最终录取规则要一起看哪些要点","软件工程学院关于印发《软件工程学院接收本科生转院系专业实施细则》的通知","软件工程学院关于印发《软件工程学院接收本科生转院系专业实施细则》的通知","otid_6010e10f0bd24934","otid_6010e10f0bd24934","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"InDomain","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","医学博士外语统考对硕士学位类别有什么要求","关于在职临床医师申请临床医学和口腔医学博士专业学位参加全国医学博士外语统一考试报名工作的通知","关于在职临床医师申请临床医学和口腔医学博士专业学位参加全国医学博士外语统一考试报名工作的通知","otid_529165c30e3a4d41","otid_529165c30e3a4d41","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"InDomain","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","医学博士外语统考对临床工作年限有什么要求","关于在职临床医师申请临床医学和口腔医学博士专业学位参加全国医学博士外语统一考试报名工作的通知","关于在职临床医师申请临床医学和口腔医学博士专业学位参加全国医学博士外语统一考试报名工作的通知","otid_529165c30e3a4d41","otid_529165c30e3a4d41","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"InDomain","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","2018年马克思主义学院申请考核制博士对报考学历有什么要求","中山大学关于马克思主义学院2018年以“申请—考核”制招收博士研究生（第二批）的通知","中山大学关于马克思主义学院2018年以“申请—考核”制招收博士研究生（第二批）的通知","otid_b2a1cc3ccb21453c","otid_b2a1cc3ccb21453c","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"InDomain","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","申请2020年全国医学博士外语统一考试，需要在本专业从事临床医疗工作满几年？","关于在职临床医师申请临床医学和口腔医学博士专业学位参加全国医学博士外语统一考试报名工作的通知","关于在职临床医师申请临床医学和口腔医学博士专业学位参加全国医学博士外语统一考试报名工作的通知","otid_273cdf3acb7346fd","otid_273cdf3acb7346fd","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"InDomain","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","2023学年研究生各项奖学金里 哪些捐赠奖学金限定学院专业或年级","研究生院关于做好2023学年研究生各项奖学金评选工作的通知（研院〔2023〕130号）","研究生院关于做好2023学年研究生各项奖学金评选工作的通知（研院〔2023〕130号）","otid_46b7578040384d16","otid_46b7578040384d16","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"InDomain","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","2020高水平运动队初审合格后 是否必须在系统里确认并缴费","关于中山大学2020年高水平运动队招生测试安排的通知","关于中山大学2020年高水平运动队招生测试安排的通知","otid_a03c3337485448e0","otid_a03c3337485448e0","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"InDomain","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","2020在职医师博士资格认定材料清单","关于2020年在职临床医师以研究生毕业同等学力申请临床医学博士专业学位资格认定的通知","关于2020年在职临床医师以研究生毕业同等学力申请临床医学博士专业学位资格认定的通知","otid_b57a49e0f30144fb","otid_b57a49e0f30144fb","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"InDomain","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","2018临床医学博士资格认定材料最晚什么时候交到研究生院","关于2018年在职临床医师以研究生毕业同等学力申请临床医学博士专业学位资格认定的通知","关于2018年在职临床医师以研究生毕业同等学力申请临床医学博士专业学位资格认定的通知","otid_e2bcfb99b4af4c46","otid_e2bcfb99b4af4c46","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"BlindExtOOD","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","推免名单专业和年级","人工智能学院关于2025届本科毕业生免试攻读研究生推荐资格（工程硕博专项类）公示的通知","人工智能学院关于2025届本科毕业生免试攻读研究生推荐资格（工程硕博专项类）公示的通知","otid_82fe535421c6472c","otid_82fe535421c6472c","1","already_top1","no_explicit_year|under_anchored_short_query|same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected document is year-specific but query has no explicit year; expected and top1 titles are nearly duplicate; query is short and lacks anchoring constraints; audit indicates a possible boundary or metric interpretation issue."
"BlindExtOOD","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","如果要申请家庭经济困难学生认定 人工智能学院这边材料和流程怎么安排","人工智能学院关于做好2020-2021学年家庭经济困难学生认定工作的通知","人工智能学院关于做好2020-2021学年家庭经济困难学生认定工作的通知","otid_5c5176fae0a54caf","otid_5c5176fae0a54caf","1","already_top1","no_explicit_year|same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected document is year-specific but query has no explicit year; expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"BlindExtOOD","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","如果没看到入营通知附件 还能从通知正文里确认一共招了多少名营员吗","中山大学人工智能学院2022年全国优秀大学生夏令营入营通知","中山大学人工智能学院2022年全国优秀大学生夏令营入营通知","otid_cf0fb6da0f1a4b18","otid_cf0fb6da0f1a4b18","1","already_top1","no_explicit_year|same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected document is year-specific but query has no explicit year; expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"BlindExtOOD","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","根据5月26日发布的《该学院2025年以“申请-考核”制招收博士研究生招生简章》，综合考核结果（第二批）的公示是基于哪些具体规定和审核流程，另外该学院在2024年12月25日发布的2025年“申请-考核”制博士招生通知中，审核通过的考生名单如何排列？","人工智能学院关于公示2025年“申请-考核”制博士研究生综合考核结果（第二批）的通知","人工智能学院关于公示2025年“申请-考核”制博士研究生综合考核结果（第二批）的通知","otid_9a0576424d284199","otid_9a0576424d284199","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"BlindExtOOD","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","2021年人工智能学院夏令营什么时候报名 报名对象和要准备要准备什么材料都有哪些","中山大学人工智能学院2021年全国优秀大学生夏令营报名通知","中山大学人工智能学院2021年全国优秀大学生夏令营报名通知","otid_9cf3ef26730b4cb4","otid_9cf3ef26730b4cb4","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"BlindExtOOD","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","人工智能学院2024年推免接收办法的整体要求是什么","中山大学人工智能学院2024年推荐免试研究生接收办法","中山大学人工智能学院2024年推荐免试研究生接收办法","otid_64fee3c7ad80452e","otid_64fee3c7ad80452e","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"BlindExtOOD","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","人工智能学院科研团队秘书岗位的职责、招聘条件和怎么弄是什么","招聘中山大学人工智能学院科研团队秘书的启事","招聘中山大学人工智能学院科研团队秘书的启事","otid_69b895a0ab0c40ea","otid_69b895a0ab0c40ea","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"BlindExtOOD","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","作为一个应届硕士毕业生 如果我想申请人工智能学院2021年博士 需要满足哪些基本条件 并描述从预报名到录取的整个流程。","中山大学人工智能学院2021年以“申请-考核”制招收博士研究生招生简章","中山大学人工智能学院2021年以“申请-考核”制招收博士研究生招生简章","otid_1fe8155fa2f64320","otid_1fe8155fa2f64320","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"BlindExtOOD","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","2024年夏令营报名对本科专业背景有什么要求","中山大学人工智能学院2024年全国优秀大学生夏令营活动报名通知","中山大学人工智能学院2024年全国优秀大学生夏令营活动报名通知","otid_444d8fa2a8a54ec6","otid_444d8fa2a8a54ec6","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
