"reviewPriority","recommendation","query","expectedTitle","top1Title","flags","titleSimilarity","entryBucket","finalRank","bestCorrectRrfRank","failureRisk","supportPattern","queryType","queryScope","themeFamily","expectedOtid","top1Otid","rationale"
"high","verify_eval_boundary_or_expected_otid","2023年夏令营报名对成绩排名有什么要求","中山大学人工智能学院2023年全国优秀大学生夏令营活动报名通知","中山大学人工智能学院2023年全国优秀大学生夏令营活动报名通知","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","3","best_kpid_confusion","single_kp","standard","eligibility_condition","夏令营报名要求","otid_7229bb63ab97456a","otid_7229bb63ab97456a","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","2026硕士复试要求 要准备要准备什么材料 考核要求","人工智能学院2026年硕士研究生复试录取实施细则","人工智能学院2026年硕士研究生复试录取实施细则","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","1","best_kpid_confusion","single_kp","short_keyword","eligibility_condition","硕士复试录取","otid_52ffc460a3284f93","otid_52ffc460a3284f93","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","人工智能学院2022年免试生接收办法中 是否接收直博生、要要什么条件和考核要求都有哪些","中山大学人工智能学院2022年免试生（含直博生）接收办法","中山大学人工智能学院2022年免试生（含直博生）接收办法","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","1","partial_multi_kp_coverage","multi_kp","standard","eligibility_condition","免试生接收","otid_ca3a4c98f51f48e8","otid_ca3a4c98f51f48e8","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","2023年人工智能学院夏令营报名需要满足要什么条件并提交要准备什么材料","中山大学人工智能学院2023年全国优秀大学生夏令营活动报名通知","中山大学人工智能学院2023年全国优秀大学生夏令营活动报名通知","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","2","partial_multi_kp_coverage","multi_kp","standard","eligibility_condition","夏令营报名","otid_7229bb63ab97456a","otid_7229bb63ab97456a","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","2022年夏令营入营名单一共公布了多少人","中山大学人工智能学院2022年全国优秀大学生夏令营入营通知","中山大学人工智能学院2022年全国优秀大学生夏令营入营通知","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","1","best_kpid_confusion","single_kp","standard","fact_detail","夏令营入营名单信息","otid_cf0fb6da0f1a4b18","otid_cf0fb6da0f1a4b18","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","2024年人工智能学院硕士复试的报到安排和复试成绩权重怎么规定","中山大学人工智能学院2024年硕士研究生复试录取方案","中山大学人工智能学院2024年硕士研究生复试录取方案","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","2","best_kpid_confusion","multi_kp","standard","fact_detail","硕士复试录取","otid_54fc4d3ca3a94536","otid_54fc4d3ca3a94536","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","人工智能学院2022年免试生接收的联系电话是多少","中山大学人工智能学院2022年免试生（含直博生）接收办法","中山大学人工智能学院2022年免试生（含直博生）接收办法","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","1","best_kpid_confusion","single_kp","standard","fact_detail","免试生招生","otid_ca3a4c98f51f48e8","otid_ca3a4c98f51f48e8","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","2026年该学院博士研究生调剂名单的公示期持续多少天，另外除了电话和邮件，还可以通过什么形式实名反映？","人工智能学院关于公示2026年“申请-考核”制招收博士研究生调剂进入综合考核考生名单的通知","人工智能学院关于公示2026年“申请-考核”制招收博士研究生调剂进入综合考核考生名单的通知","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","1","best_kpid_confusion","multi_kp","situational","fact_detail","doctor_adjustment","otid_4b2b45a3a7f84940","otid_4b2b45a3a7f84940","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","2021年全国硕士报名考试报考点代码是多少 适用哪些考生","全国2021年硕士研究生报名考试中山大学报考点（代码：4413）公告","全国2021年硕士研究生报名考试中山大学报考点（代码：4413）公告","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","2","partial_multi_kp_coverage","multi_kp","standard","fact_detail","报考点公告","otid_849070d708e0472f","otid_849070d708e0472f","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","add_year_or_replace_case","拟录取后想退出录取流程 需要怎么处理","人工智能学院关于公布2026年硕士研究生招生复试结果的通知","中山大学关于公布2021年强基计划录取标准的通知","no_explicit_year|competing_year_version|vague_or_context_dependent_query","0.1563","unknown","","7","best_kpid_confusion","single_kp","situational","procedure","硕士复试结果后续流程","otid_42225868ea784bbf","otid_191011d40b8a4792","expected document is year-specific but query has no explicit year; top1 is another year/version in a competing document chain; query contains vague or context-dependent wording."
"high","expand_acceptable_otids_or_replace_case","人工智能学院2023年博士申请考核制实施办法中 考核总成绩如何使用 哪些情形不予录取","中山大学人工智能学院2023年以“申请-考核”制招收博士研究生实施办法","中山大学人工智能学院2023年以“申请-考核”制招收博士研究生实施办法","same_family_version_chain|near_duplicate_title","1","aggregation_drop","2","11","best_kpid_confusion","single_kp","standard","policy_overview","博士实施办法","otid_dc2fbd2f88f7453b","otid_5f10b726aa1d4728","expected and top1 titles are nearly duplicate; correct document entered candidate retrieval but lost final aggregation."
"high","expand_acceptable_otids_or_replace_case","2021年直博预报名的英语成绩有什么要求","中山大学人工智能学院关于接收2021年推荐免试研究生预报名申请的通知","中山大学人工智能学院关于接收2021年推荐免试研究生预报名申请的通知","same_family_version_chain|near_duplicate_title","1","aggregation_drop","2","4","best_kpid_confusion","single_kp","standard","eligibility_condition","直博预报名条件","otid_fcf3caca2aa340ca","otid_6e85da455dd34af3","expected and top1 titles are nearly duplicate; correct document entered candidate retrieval but lost final aggregation."
"high","anchor_query_with_entity_year_or_replace_case","调剂复试时间线","中山大学人工智能学院关于2021年硕士研究生调剂复试的通知","中山大学人工智能学院2021年硕士研究生调剂公告","no_explicit_year|under_anchored_short_query","0.5","aggregation_drop","3","3","best_kpid_confusion","multi_kp","short_keyword","time_location","调剂复试时间安排","otid_c4270d3c6e9944fd","otid_a2f94115e88244d4","expected document is year-specific but query has no explicit year; query is short and lacks anchoring constraints; correct document entered candidate retrieval but lost final aggregation."
"high","add_year_or_replace_case","推免预报名材料最晚什么时候发到邮箱","中山大学人工智能学院关于接收2024年推荐免试研究生预报名申请的通知","中山大学软件工程学院2026年接收优秀应届本科毕业生推荐免试攻读研究生预报名通知","no_explicit_year|competing_year_version","0.2558","aggregation_drop","5","4","best_kpid_confusion","single_kp","standard","time_location","推免预报名时间安排","otid_697767196bdf46b2","otid_f86cd11add664a2c","expected document is year-specific but query has no explicit year; top1 is another year/version in a competing document chain; correct document entered candidate retrieval but lost final aggregation."
"high","keep_as_algorithm_case_after_dataset_review","拟录取考生需在什么日期前提交体检表以完成录取流程，另外如果考生有疑问或需要放弃录取，可以通过哪些联系方式与学院取得联系？","人工智能学院关于公布2024年硕士研究生增补拟录取名单的通知","人工智能学院关于公布2024年硕士研究生招生复试结果的通知","no_explicit_year","0.5161","aggregation_drop","2","4","partial_multi_kp_coverage","multi_kp","situational","time_location","other","otid_db511e3324ad43f5","otid_2875f7b8cd70429c","expected document is year-specific but query has no explicit year; correct document entered candidate retrieval but lost final aggregation."
"medium","keep_as_algorithm_case_after_dataset_review","2022年人工智能学院博士申请考核招生要求中 报名时间、申请资格和材料都有哪些要求","中山大学人工智能学院2022年以“申请-考核”制招收博士研究生招生简章","中山大学人工智能学院2023年以“申请-考核”制招收博士研究生实施办法","same_family_version_chain","0.6923","aggregation_drop","5","4","partial_multi_kp_coverage","multi_kp","standard","eligibility_condition","博士招生简章","otid_5e4e1434da5748eb","otid_dc2fbd2f88f7453b","expected and top1 titles are in the same topic family; correct document entered candidate retrieval but lost final aggregation."
"medium","manual_review","如果一个学生想申请人工智能学院2022年博士项目 他需要经过哪些考核步骤","中山大学人工智能学院2022年以“申请-考核”制招收博士研究生实施办法","中山大学人工智能学院2022年以“申请-考核”制招收博士研究生综合考核通知","same_family_version_chain","0.6667","unknown","","32","requires_multi_kp","multi_kp","situational","procedure","招生流程","otid_c5344a7fc3bc439a","otid_392eac0b27fa4b09","expected and top1 titles are in the same topic family."
"medium","keep_as_algorithm_case_after_dataset_review","2022年人工智能学院夏令营的怎么弄和活动安排是什么","中山大学人工智能学院2022年全国优秀大学生夏令营活动报名通知","中山大学人工智能学院2022年全国优秀大学生夏令营入营通知","same_family_version_chain","0.6667","aggregation_drop","2","2","best_kpid_confusion","ot_required","standard","policy_overview","夏令营报名","otid_c7828d5c12cc4c90","otid_cf0fb6da0f1a4b18","expected and top1 titles are in the same topic family; correct document entered candidate retrieval but lost final aggregation."
"medium","keep_as_algorithm_case_after_dataset_review","人工智能学院2021年博士申请考核制招生的要要什么条件和材料要求是什么","中山大学人工智能学院2021年以“申请-考核”制招收博士研究生招生简章","中山大学人工智能学院2021年以“申请-考核”制招收博士研究生综合考核通知","same_family_version_chain","0.6667","aggregation_drop","4","9","best_kpid_confusion","multi_kp","standard","eligibility_condition","博士招生简章","otid_1fe8155fa2f64320","otid_06f7620140244798","expected and top1 titles are in the same topic family; correct document entered candidate retrieval but lost final aggregation."
"medium","manual_review","我打算报中山大学人工智能学院2021年的博士，综合考核大概什么时候搞？","中山大学人工智能学院2021年以“申请-考核”制招收博士研究生实施办法","中山大学人工智能学院2021年以“申请-考核”制招收博士研究生综合考核通知","same_family_version_chain","0.6667","unknown","","1","document_miss","single_kp","situational","time_location","博士招生时间","otid_9911c0374cdd4ce4","otid_06f7620140244798","expected and top1 titles are in the same topic family."
"medium","keep_as_algorithm_case_after_dataset_review","人工智能学院2023年夏令营的举办日期是什么时候","中山大学人工智能学院2023年全国优秀大学生夏令营入营通知","中山大学人工智能学院2023年全国优秀大学生夏令营活动报名通知","same_family_version_chain","0.6667","aggregation_drop","2","8","best_kpid_confusion","single_kp","standard","time_location","夏令营入营通知","otid_2f90c6af5fd44b44","otid_7229bb63ab97456a","expected and top1 titles are in the same topic family; correct document entered candidate retrieval but lost final aggregation."
"medium","manual_review","中山大学人工智能学院位于哪里，2023年博士申请的综合考核在什么时间？","中山大学人工智能学院2023年以“申请-考核”制招收博士研究生实施办法","中山大学人工智能学院2023年以“申请-考核”制招收博士研究生综合考核结果公示","same_family_version_chain","0.6207","early_late","5","41","requires_multi_kp","multi_kp","standard","time_location","中山大学人工智能学院博士招生","otid_dc2fbd2f88f7453b","otid_c495d5e1d55d4213","expected and top1 titles are in the same topic family."
"medium","anchor_query_with_entity_year_or_replace_case","人工智能学院2021年硕士能不能调剂 调剂申请需要注意什么","中山大学人工智能学院2021年硕士研究生调剂公告","中山大学人工智能学院关于2021年硕士研究生调剂复试的通知","vague_or_context_dependent_query","0.5","aggregation_drop","2","2","best_kpid_confusion","multi_kp","standard","policy_overview","硕士调剂","otid_a2f94115e88244d4","otid_c4270d3c6e9944fd","query contains vague or context-dependent wording; correct document entered candidate retrieval but lost final aggregation."
"low","manual_review","2021年人工智能学院博士申请考核制的实施办法里 考核流程和录取规则怎么安排","中山大学人工智能学院2021年以“申请-考核”制招收博士研究生实施办法","中山大学人工智能学院2021年以“申请-考核”制招收博士研究生递补录取情况的公示","","0.5806","unknown","","4","requires_multi_kp","multi_kp","standard","procedure","博士实施办法","otid_9911c0374cdd4ce4","otid_10c83368275647b5","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2026博士调剂细节","人工智能学院关于公示2026年“申请-考核”制招收博士研究生调剂进入综合考核考生名单的通知","人工智能学院2026年“申请-考核”制招收博士研究生调剂公告（第1批）","","0.439","aggregation_drop","2","6","best_kpid_confusion","single_kp","short_keyword","fact_detail","doctor_adjustment","otid_4b2b45a3a7f84940","otid_8fd3944fd7814ff5","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","根据该学院1月15日发布的博士研究生综合考核结果公示，公示期间如有异议，应通过哪些具体方式联系咨询，另外根据该学院2023年12月25日公布的2024年博士研究生招生进入综合考核名单，报考计算机科学与技术专业的考生中，哪些人备注了鹏城实验室专项？","人工智能学院2024年“申请-考核”制博士研究生综合考核结果公示","人工智能学院关于公布2024年 以“申请-考核”制招收博士研究生（含专项）进入综合考核考生名单的通知","","0.3409","aggregation_drop","2","7","needs_ot_context","ot_required","standard","policy_overview","doctoral_cross_doc","otid_2d31ea40a9df404b","otid_c79e15cfe7c848e3","No obvious dataset-rationality flag from title/year/query heuristics."
"low","manual_review","2025年预推免通知里的报名规则和招生层次怎么安排","中山大学人工智能学院2025年接收优秀应届本科毕业生推荐免试攻读研究生预报名通知","中山大学人工智能学院2025年推荐免试研究生接收办法","","0.3143","early_late","8","335","requires_multi_kp","multi_kp","standard","policy_overview","推免预报名政策概览","otid_5d30aea8c4a64cce","otid_3770fb6348d24f6b","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2024年人工智能学院逸仙博士后项目的申请条件和待遇支持政策有哪些？","中山大学人工智能学院诚邀全球青年英才申请逸仙博士后项目","逸仙英才·智汇湾区  中山大学逸仙博士后项目全球招聘","","0.25","aggregation_drop","2","1","best_kpid_confusion","multi_kp","standard","eligibility_condition","博士后项目","otid_55c5131d829e4a00","otid_98f334aa60cb4f06","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2026年人工智能学院博士招生要求的最新报名条件和时间怎么安排是什么","中山大学人工智能学院2026年博士研究生招生简章","人工智能学院关于公示2026年“申请-考核”制招收博士研究生进入综合考核考生名单（含专项）的通知","","0.2195","aggregation_drop","3","3","best_kpid_confusion","ot_required","standard","time_location","博士招生简章","otid_1180b6d41c0e4ca7","otid_c03d97fc09704546","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2024年直博预报名对英语水平有什么要求","中山大学人工智能学院关于接收2024年推荐免试研究生预报名申请的通知","中山大学人工智能学院2024年以“申请-考核”制招收博士研究生招生简章","","0.2105","aggregation_drop","2","7","best_kpid_confusion","single_kp","standard","eligibility_condition","直博预报名条件","otid_697767196bdf46b2","otid_f0baf746fd75421e","No obvious dataset-rationality flag from title/year/query heuristics."
"low","manual_review","2023年预推免材料最晚什么时候发到邮箱","中山大学人工智能学院关于接收2023年推荐免试研究生预报名申请的通知","中山大学人工智能学院2023年全国优秀大学生夏令营活动报名通知","","0.1842","early_late","12","47","document_miss","single_kp","standard","time_location","推免预报名时间安排","otid_eada182ca6104c99","otid_7229bb63ab97456a","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","如果想走2026年人工智能学院预推免 先网报还是先填问卷","中山大学人工智能学院2026年接收优秀应届本科毕业生推荐免试攻读研究生预报名通知","中山大学人工智能学院关于公布2026年进入预推免考核名单的通知","","0.1333","aggregation_drop","3","1","best_kpid_confusion","single_kp","situational","procedure","推免预报名流程","otid_9c03330f339d4f33","otid_8c93e52cc4314e6c","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","在人工智能学院2022年博士申请中 要要什么条件和材料提交的截止日期都有哪些","中山大学人工智能学院2022年以“申请-考核”制招收博士研究生招生简章","中山大学人工智能学院2022年全国优秀大学生夏令营活动报名通知","","0.1316","aggregation_drop","7","1","requires_multi_kp","multi_kp","situational","eligibility_condition","博士研究生招生","otid_5e4e1434da5748eb","otid_c7828d5c12cc4c90","No obvious dataset-rationality flag from title/year/query heuristics."
"low","manual_review","2024博士细节","人工智能学院关于公布2024年 以“申请-考核”制招收博士研究生（含专项）进入综合考核考生名单的通知","招生资讯转载 | 中山大学材料科学与工程学院关于接收2024年工程硕博士改革专项研究生的补报名通知","","0.1231","early_late","39","54","document_miss","single_kp","short_keyword","fact_detail","doctoral","otid_c79e15cfe7c848e3","otid_fd6621f974774e1c","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2022硕士复试时间安排","中山大学人工智能学院2022年硕士研究生复试结果公示","全国2022年硕士研究生报名考试中山大学报考点（代码：4413）公告","","0.1212","aggregation_drop","6","3","document_miss","single_kp","short_keyword","time_location","master_reexam","otid_eae8392d216d48ea","otid_f4f08d56e1d84704","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2026博士条件","人工智能学院关于公示2026年“申请-考核”制博士研究生综合考核结果的通知","鹏城国家实验室-中山大学2026年联合培养博士研究生专项计划招生简章","","0.087","aggregation_drop","13","9","document_miss","single_kp","short_keyword","eligibility_condition","doctoral","otid_f38fd69ea2d64794","otid_ae46d4b5d6e74990","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2024年逸仙博士后项目申请人一般需要具备什么学术背景","中山大学人工智能学院诚邀全球青年英才申请逸仙博士后项目","中山大学软件工程学院可信大模型研究中心博士后招聘启事","","0.075","aggregation_drop","3","2","best_kpid_confusion","single_kp","standard","eligibility_condition","博士后项目条件","otid_55c5131d829e4a00","otid_ddc82e31ec8748a7","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2022年免试补报名怎么报","中山大学人工智能学院关于2022年免试生接收的补充报名通知","中山大学2022年接收推荐免试研究生办法","","0.0741","aggregation_drop","4","4","best_kpid_confusion","single_kp","standard","procedure","免试补充报名流程","otid_659cfd8833ee4369","otid_07571807121c4472","No obvious dataset-rationality flag from title/year/query heuristics."
"low","manual_review","What is the complete application timeline for the 2023 doctoral program at Sun Yat-sen University AI College, including all steps and their deadlines?","中山大学人工智能学院2023年以“申请-考核”制招收博士研究生招生简章","软件工程学院新开课来啦，《AI革命：解码大模型》喊你来选课～","","0.0217","early_late","58","145","needs_ot_context","ot_required","standard","time_location","博士申请时间线","otid_84a37b294495492a","otid_32ea2774d5cf4886","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","For applicants to the 2023 AI College doctoral program, what are all the key temporal milestones from eligibility assessment to final submission?","中山大学人工智能学院2023年以“申请-考核”制招收博士研究生招生简章","软件工程学院新开课来啦，《AI革命：解码大模型》喊你来选课～","","0.0217","aggregation_drop","42","16","needs_ot_context","ot_required","standard","time_location","申请时间节点","otid_84a37b294495492a","otid_32ea2774d5cf4886","No obvious dataset-rationality flag from title/year/query heuristics."
"low","manual_review","是应届本科生 想申请人工智能学院2021年推免 需要经过哪些流程","人工智能学院2021年接收推荐免试生工作方案","关于申报2021年国家留学基金委-耶鲁大学生物医学世界学者项目奖学金的通知","","0","early_late","3","23","partial_multi_kp_coverage","multi_kp","situational","procedure","推免流程","otid_01b65cafe0894b9c","otid_d371dde33a814b26","No obvious dataset-rationality flag from title/year/query heuristics."
"low","manual_review","2023通知细节","中山大学人工智能学院2023年硕士研究生增补拟录取名单公示","中山大学关于2023年强基计划考核时间调整的通知","","0","unknown","","681","document_miss","single_kp","short_keyword","fact_detail","other","otid_7dd1e1ab60ea44bc","otid_789d033ceea74f4b","No obvious dataset-rationality flag from title/year/query heuristics."
