"reviewPriority","recommendation","query","expectedTitle","top1Title","flags","titleSimilarity","entryBucket","finalRank","bestCorrectRrfRank","failureRisk","supportPattern","queryType","queryScope","themeFamily","expectedOtid","top1Otid","rationale"
"low","keep_as_algorithm_case_after_dataset_review","2023年报考点网上确认时间和入口","2023年全国硕士研究生招生考试中山大学报考点（代码4413）网上确认公告","全国2023年硕士研究生报名考试中山大学报考点（代码：4413）公告","","0.5862","aggregation_drop","2","5","best_kpid_confusion","multi_kp","short_keyword","time_location","网上确认时间安排","otid_aa024784667d4f5a","otid_73f79ecec23b48cf","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2017硕博连读 奖助金 导师配套 招生计划","关于做好2017级硕士研究生硕博连读资格遴选及中期考核工作的通知","关于做好2017学年度博士研究生资格考试及硕士研究生中期考核工作的通知","","0.4211","aggregation_drop","2","2","needs_ot_context","ot_required","short_keyword","policy_overview","硕博连读资格遴选与中期考核","otid_98b7442daf494e5c","otid_92ea2243bff94304","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2022年中山大学报考点研究生初试的考试时间是什么？","中山大学报考点2022年全国硕士研究生招生考试初试考场安排公告","全国2022年硕士研究生报名考试中山大学报考点（代码：4413）公告","","0.3125","aggregation_drop","2","1","best_kpid_confusion","single_kp","standard","time_location","研究生考试考场安排","otid_5ff73caf3b104c08","otid_f4f08d56e1d84704","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2018年考试报名地点","研究生院关于报名参加2018年在职临床医师申请临床医学和口腔医学博士专业学位全国外语统一考试的通知","关于做好中山大学同等学力申请硕士学位人员2018年全国统一考试报名工作的通知","","0.1724","aggregation_drop","2","2","best_kpid_confusion","single_kp","short_keyword","time_location","在职医师博士外语考试","otid_e4efdd28508c4082","otid_10113240e3a74f20","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","我们单位报2022年奖助金名单最晚啥时候？","研究生院关于做好2022学年硕士研究生奖助金评审工作的通知","关于研究生2022学年9月、10月奖助金发放情况的公告","","0.1622","aggregation_drop","2","1","best_kpid_confusion","single_kp","situational","time_location","奖助金评审","otid_ed4b1cd55d9e4326","otid_7d9f138aeeb74dac","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2024年强基计划各院系找谁都有哪些","中山大学2024年强基计划培养方案及院系联系方式","中山大学关于公布2024年强基计划录取标准的通知","","0.12","aggregation_drop","2","1","needs_ot_context","ot_required","standard","fact_detail","强基计划联系方式","otid_9fc8c3cad7a4411e","otid_1637de59ecdf419c","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","港澳台考生报考2024年研究生需要提交哪些身份证明和报名材料","中山大学2024年面向香港、澳门、台湾地区招收博士、硕士研究生章程及招生学科专业目录","中山大学2024年港澳台研究生招生初试合格成绩要求的公告","","0.093","aggregation_drop","3","7","best_kpid_confusion","multi_kp","standard","procedure","港澳台招生报名","otid_ee3035722c4b481e","otid_44c68315287642c2","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","在香港的本科毕业生 想报考2024年的硕士 初试科目是什么？报名截止时间是什么时候","中山大学2024年面向香港、澳门、台湾地区招收博士、硕士研究生章程及招生学科专业目录","2024年全国硕士研究生报名考试中山大学报考点（代码：4413）公告","","0.087","aggregation_drop","2","5","best_kpid_confusion","multi_kp","situational","time_location","港澳台招生考试","otid_ee3035722c4b481e","otid_06710b412753461e","No obvious dataset-rationality flag from title/year/query heuristics."
"low","manual_review","软件工程学院2023年转专业实施细则的主要内容和政策概览是什么？","软件工程学院关于印发《软件工程学院接收本科生转专业实施细则》的通知","主题教育 | 软件工程学院党委主题教育读书班集中研读《习近平新时代中国特色社会主义思想学习纲要(2023年版)》","","0.082","unknown","","1","needs_ot_context","ot_required","standard","policy_overview","转专业政策","otid_67d3c146cf8c48b8","otid_a1d022f911314306","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","缴费时间 2022","中山大学关于2022年高水平运动队招生测试安排的通知","关于调整2022年同等学力人员申请硕士学位全国统考考试时间的通知","","0.0769","aggregation_drop","3","17","best_kpid_confusion","single_kp","short_keyword","fact_detail","中山大学2022高水平运动队测试","otid_cb15bb6977d54dca","otid_5cf6359f7bc54615","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2023年联合培养博士申请对英语水平有什么要求","2023年中山大学-鹏城实验室联合培养博士研究生专项计划招生简章","关于启动2023年中山大学博士生国外访学与合作研究项目资助计划的通知","","0.0714","aggregation_drop","2","6","best_kpid_confusion","single_kp","standard","eligibility_condition","联合培养博士申请条件","otid_903e35dbd70b496d","otid_dd1bdc2782194207","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2024年硕士招生的整体招生流程和最终计划确定方式是什么","中山大学2024年硕士研究生招生章程及招生学科专业目录","招生资讯转载 | 中山大学材料科学与工程学院关于接收2024年工程硕博士改革专项研究生的补报名通知","","0.0612","aggregation_drop","4","2","needs_ot_context","ot_required","standard","policy_overview","招生政策","otid_1c14b6043fd645c8","otid_fd6621f974774e1c","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","明天要查中大2024综评审核结果，具体怎么操作？","中山大学关于公布2024年广东省综合评价材料审核通过名单的通知","研究生院关于做好2024学年博士和硕士研究生奖助金评审工作的通知（研院〔2024〕86号）","","0.06","aggregation_drop","4","14","best_kpid_confusion","single_kp","situational","fact_detail","审核结果查看","otid_2d77227bd2fa473c","otid_b5b5d513960a454f","No obvious dataset-rationality flag from title/year/query heuristics."
"low","manual_review","被录取的2024年少干计划学生学费和奖励资助政策是什么","中山大学2024年少数民族高层次骨干人才计划研究生招生公告","研究生院关于2024学年11月研究生奖助金发放安排的通知","","0.0526","early_late","5","33","needs_ot_context","ot_required","standard","policy_overview","少干计划费用政策","otid_0d274d8aa9684e3e","otid_eb35af21c08c4706","No obvious dataset-rationality flag from title/year/query heuristics."
