"reviewPriority","recommendation","query","expectedTitle","top1Title","flags","titleSimilarity","entryBucket","finalRank","bestCorrectRrfRank","failureRisk","supportPattern","queryType","queryScope","themeFamily","expectedOtid","top1Otid","rationale"
"high","verify_eval_boundary_or_expected_otid","我2017年拿的学士学位，能报2021年的同等学力硕士考试吗？","关于同等学力人员申请硕士学位2021年全国统一考试报名工作的通知","关于同等学力人员申请硕士学位2021年全国统一考试报名工作的通知","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","1","best_kpid_confusion","single_kp","situational","eligibility_condition","同等学力考试资格","otid_3bb5095120fb432b","otid_3bb5095120fb432b","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","一名党务工作人员 可以报考2026年思政博士的哪些专业 考核方式如何","中山大学2026年高校思想政治工作骨干在职攻读博士学位专项计划研究生招生简章","中山大学2026年高校思想政治工作骨干在职攻读博士学位专项计划研究生招生简章","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","1","best_kpid_confusion","multi_kp","situational","eligibility_condition","报考资格与考核","otid_fa0f61539ae34c82","otid_fa0f61539ae34c82","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","2024学年研究生国家奖学金补充通知中，申请人需要满足哪些基本条件？","研究生院关于做好2024学年研究生国家奖学金评选工作的补充通知","研究生院关于做好2024学年研究生国家奖学金评选工作的补充通知","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","2","best_kpid_confusion","single_kp","standard","eligibility_condition","研究生国家奖学金评选","otid_1a4309ab66454772","otid_1a4309ab66454772","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","2026年附属医院博士统一笔试的准考证打印时间和网址是什么","2026年中山大学附属医院博士“申请-考核”制招生统一笔试赴考须知","2026年中山大学附属医院博士“申请-考核”制招生统一笔试赴考须知","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","3","best_kpid_confusion","single_kp","standard","fact_detail","博士考试准考证","otid_0aee6cb0df774649","otid_0aee6cb0df774649","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","2024年中山大学材料学院工程硕博士改革专项补报名的学院邮箱地址是什么？","招生资讯转载 | 中山大学材料科学与工程学院关于接收2024年工程硕博士改革专项研究生的补报名通知","招生资讯转载 | 中山大学材料科学与工程学院关于接收2024年工程硕博士改革专项研究生的补报名通知","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","1","best_kpid_confusion","single_kp","standard","fact_detail","招生补报名","otid_fd6621f974774e1c","otid_fd6621f974774e1c","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","2020年高水平运动队测试的报到地点有哪些？","关于中山大学2020年高水平运动队招生测试安排的通知","关于中山大学2020年高水平运动队招生测试安排的通知","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","1","best_kpid_confusion","single_kp","standard","fact_detail","中山大学高水平运动队招生测试安排","otid_a03c3337485448e0","otid_a03c3337485448e0","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","在2024-2025学年软件工程学院本科生综测中 学习竞赛及科研成果类的加分上限是多少 并请举一个国际级特等奖的加分例子","软件工程学院关于开展本科生2024-2025学年综合素质测评工作的通知","软件工程学院关于开展本科生2024-2025学年综合素质测评工作的通知","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","1","best_kpid_confusion","multi_kp","standard","fact_detail","综合素质测评","otid_44984069cc2b4f1f","otid_44984069cc2b4f1f","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","2019年访学资助金额限制多少","关于启动2019年中山大学博士生国外访学与合作研究项目资助计划的通知","关于启动2019年中山大学博士生国外访学与合作研究项目资助计划的通知","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","1","best_kpid_confusion","single_kp","short_keyword","fact_detail","访学资助额度","otid_72560bd680b24a42","otid_72560bd680b24a42","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","2018年博士生国外访学与合作研究项目的资助金额和资助周期是什么？","关于下达2018年中山大学博士生国外访学与合作研究项目资助计划的通知","关于下达2018年中山大学博士生国外访学与合作研究项目资助计划的通知","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","2","best_kpid_confusion","multi_kp","short_keyword","fact_detail","访学资助细节","otid_8f3b2fa91c544f99","otid_8f3b2fa91c544f99","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","中山大学2025年外语类保送生面试的报到地点是哪里？","中山大学关于2025年外语类保送生面试考核安排的通知","中山大学关于2025年外语类保送生面试考核安排的通知","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","2","best_kpid_confusion","single_kp","standard","time_location","外语类保送生面试安排","otid_17202809ac554122","otid_17202809ac554122","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","2020同等学力临床医学博士论文答辩网上申请时间","关于2020年同等学力人员申请临床医学博士专业学位论文答辩的通知","关于2020年同等学力人员申请临床医学博士专业学位论文答辩的通知","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","1","best_kpid_confusion","single_kp","short_keyword","time_location","同等学力答辩","otid_f7a9215086674711","otid_f7a9215086674711","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","2021中山大学高水平运动队测试 地点 时间","中山大学关于2021年高水平运动队招生测试安排的通知","中山大学关于2021年高水平运动队招生测试安排的通知","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","2","best_kpid_confusion","single_kp","short_keyword","time_location","高水平运动队招生测试","otid_14ff3c5f13ac4c49","otid_14ff3c5f13ac4c49","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","expand_acceptable_otids_or_replace_case","软件工程学院2025年博士改报志愿的申请和后续流程怎么走","中山大学软件工程学院2025年以“申请-考核”制招收博士研究生改报志愿公告","中山大学软件工程学院2025年以“申请-考核”制招收博士研究生改报志愿公告（第二批）","vague_or_context_dependent_query|same_family_version_chain|near_duplicate_title","0.8889","aggregation_drop","2","2","best_kpid_confusion","multi_kp","standard","procedure","博士招生改报流程","otid_b8a98fa84f504d63","otid_d2c7f1cd37464fbf","expected and top1 titles are nearly duplicate; query contains vague or context-dependent wording; correct document entered candidate retrieval but lost final aggregation."
"high","add_year_or_replace_case","资格认定审核步骤","关于2019年在职临床医师以研究生毕业同等学力申请临床医学博士专业学位资格认定的 通知","关于2023年下半年同等学力人员申请临床医学博士专业学位论文答辩的通知","no_explicit_year|competing_year_version|under_anchored_short_query","0.3696","aggregation_drop","4","19","best_kpid_confusion","multi_kp","short_keyword","procedure","资格认定审查流程","otid_ffd4fbd63cc34a41","otid_dcf55ee630fa41da","expected document is year-specific but query has no explicit year; top1 is another year/version in a competing document chain; query is short and lacks anchoring constraints; correct document entered candidate retrieval but lost final aggregation."
"high","expand_acceptable_otids_or_replace_case","中山大学2018同等学力报名考试时间地点例外","关于做好中山大学同等学力申请硕士学位人员2018年全国统一考试报名工作的通知","关于做好中山大学同等学力申请硕士学位人员2018年全国统一考试报名工作的通知","same_family_version_chain|near_duplicate_title","1","aggregation_drop","3","9","needs_ot_context","ot_required","short_keyword","time_location","中山大学同等学力考试报名-2018","otid_21f03d6ed68a427d","otid_10113240e3a74f20","expected and top1 titles are nearly duplicate; correct document entered candidate retrieval but lost final aggregation."
"high","expand_acceptable_otids_or_replace_case","2025-2026学年软件工程学院仲明助学金申请 电子版材料提交到哪个邮箱","软件工程学院关于开展2025-2026学年本科生校级捐赠助学金（第一批）评选工作的通知","软件工程学院关于开展2025-2026学年本科生校级捐赠助学金（第二批）评选工作的通知","same_family_version_chain|near_duplicate_title","0.8788","aggregation_drop","2","1","best_kpid_confusion","multi_kp","standard","procedure","捐赠助学金申请流程","otid_9a72545adb084d1d","otid_2c2fffdc61b0465f","expected and top1 titles are nearly duplicate; correct document entered candidate retrieval but lost final aggregation."
"high","expand_acceptable_otids_or_replace_case","2020年同等学力申请硕士学位论文答辩需要满足哪些条件？","关于2020年同等学力人员申请硕士学位论文答辩的通知","关于2021年下半年同等学力人员申请硕士学位论文答辩的通知","same_family_version_chain|near_duplicate_title","0.7917","aggregation_drop","2","20","best_kpid_confusion","single_kp","standard","eligibility_condition","同等学力答辩","otid_efde91d4cd6b4ecb","otid_97636a32f1f941e1","expected and top1 titles are nearly duplicate; correct document entered candidate retrieval but lost final aggregation."
"high","add_year_or_replace_case","登录研究生招生平台核对录取通知书邮寄地址的网址是什么","关于核对2025年研究生录取通知书邮寄地址的通知","关于开通2018年博士研究生招生录取通知书邮寄地址校对系统的通知","no_explicit_year|competing_year_version","0.4483","aggregation_drop","6","9","document_miss","single_kp","standard","fact_detail","录取通知书邮寄地址核对","otid_b4064f9d765b45d0","otid_68d09f67ed434376","expected document is year-specific but query has no explicit year; top1 is another year/version in a competing document chain; correct document entered candidate retrieval but lost final aggregation."
"high","keep_as_algorithm_case_after_dataset_review","是一名海外学者 想通过软件工程学院申请海外优青 整体上学院能提供哪些支持和优势","2025年海外优青 | 欢迎依托中山大学软件工程学院申报","海外优青 | 中山大学软件工程学院学院诚邀全球青年人才依托申报","no_explicit_year","0.3929","aggregation_drop","2","2","needs_ot_context","ot_required","situational","policy_overview","中山大学招聘","otid_fec2d17303a94eb3","otid_c75a4fe532dc47ee","expected document is year-specific but query has no explicit year; correct document entered candidate retrieval but lost final aggregation."
"medium","anchor_query_with_entity_year_or_replace_case","医学博士外语统考报考要求","关于在职临床医师申请临床医学和口腔医学博士专业学位参加全国医学博士外语统一考试报名工作的通知","研究生院关于报名参加2018年在职临床医师申请临床医学和口腔医学博士专业学位全国外语统一考试的通知","under_anchored_short_query","0.6122","aggregation_drop","2","10","partial_multi_kp_coverage","multi_kp","short_keyword","eligibility_condition","博士外语统考报名要求","otid_529165c30e3a4d41","otid_e4efdd28508c4082","query is short and lacks anchoring constraints; correct document entered candidate retrieval but lost final aggregation."
"low","keep_as_algorithm_case_after_dataset_review","申请2024-2025学年国家奖学金需要满足哪些特定条件 以及申请截止日期是什么","软件工程学院关于开展2024-2025学年本科生国家奖学金、国家励志奖学金、中山大学优秀学生奖学金评选工作的通知","软件工程学院关于开展2024-2025学年本科生中山大学励志奖学金、中山大学专项奖学金评选的通知","","0.55","aggregation_drop","2","7","best_kpid_confusion","multi_kp","standard","eligibility_condition","国家奖学金申请","otid_205d5ce2a02e4f4d","otid_aaf61717840641ab","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2024年港澳台研究生拟录取名单公示后 最终录取结果的有效性取决于什么","中山大学2024年面向香港、澳门、台湾地区招收研究生拟录取名单公示","中山大学2024年博士研究生拟录取名单公示（第二批）","","0.3462","aggregation_drop","2","9","partial_multi_kp_coverage","multi_kp","standard","policy_overview","录取有效性条件","otid_e9ff52409e304167","otid_a711c70a3db84204","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2025附属医院博士笔试赴考流程怎么走","中山大学2025年附属医院博士“申请-考核”制招生统一笔试赴考须知","中山大学2025年附属医院博士研究生招生统一笔试安排预通知","","0.3448","aggregation_drop","2","5","needs_ot_context","ot_required","short_keyword","procedure","赴考流程概述","otid_56f2668278df4a1c","otid_87c7c625e9f24ea9","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","中山大学2022年广东省综合评价录取面试考核的具体日期是哪一天？","中山大学关于2022年广东省综合评价录取面试考核安排的公告","中山大学关于公布2022年广东省综合评价招生考核入围标准和名单的通知","","0.2286","aggregation_drop","2","9","best_kpid_confusion","single_kp","standard","time_location","中山大学综合评价录取面试","otid_83b704957347492c","otid_ccb3b891b8f64953","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","报考中山大学2026年博士，整个报名流程中有哪些关键的截止时间点？","中山大学2026年博士研究生招生网上报名通知","中山大学2026年招收海外高校优秀中国籍本科毕业生直接攻读博士学位网上报名通知","","0.1714","aggregation_drop","2","1","needs_ot_context","ot_required","situational","time_location","博士报名时间流程","otid_40565beb38cf45c5","otid_dc54d3033b3c4944","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2026思政博士报名截止时间","中山大学2026年高校思想政治工作骨干在职攻读博士学位专项计划研究生招生简章","中山大学2026年博士研究生招生网上报名通知","","0.1429","aggregation_drop","2","2","best_kpid_confusion","single_kp","short_keyword","time_location","报名时间","otid_fa0f61539ae34c82","otid_40565beb38cf45c5","No obvious dataset-rationality flag from title/year/query heuristics."
"low","manual_review","2019年中山大学硕士研究生报考点的现场确认具体时间是什么？","2019年中山大学硕士研究生报考点网上缴费和现场确认信息公告","关于2019年全国硕士生报名现场确认期间校内交通的提示","","0.1389","unknown","","1","document_miss","single_kp","standard","time_location","报考流程时间","otid_0209edf20b14478f","otid_fda8490f610f493a","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2025年强基计划涉及多少个不同学院","中山大学2025年强基计划培养方案及院系联系方式","中山大学关于公布2025年强基计划录取标准的通知","","0.12","aggregation_drop","2","3","needs_ot_context","ot_required","standard","fact_detail","强基计划培养方案","otid_a0d33efa85ef4fa4","otid_4eb5b7417ee3470a","No obvious dataset-rationality flag from title/year/query heuristics."
"low","manual_review","If I'm from Guangxi and want to apply for the master's under the 2026 minority backbone plan, when's the deadline to submit my application?","中山大学2026年少数民族高层次骨干人才计划研究生招生公告","鹏城国家实验室-中山大学2026年联合培养博士研究生专项计划招生简章","","0.1053","early_late","14","155","document_miss","single_kp","situational","time_location","Minority Backbone Plan Enrollment","otid_c4214c3cb4464737","otid_ae46d4b5d6e74990","No obvious dataset-rationality flag from title/year/query heuristics."
"low","manual_review","2026 minority plan master's application close time","中山大学2026年少数民族高层次骨干人才计划研究生招生公告","人工智能学院关于公布2026年硕士研究生招生复试结果的通知","","0.1053","early_late","17","150","document_miss","single_kp","short_keyword","time_location","Minority Backbone Plan Enrollment","otid_c4214c3cb4464737","otid_42225868ea784bbf","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2024年港澳台研究生拟录取的最终有效性需要满足要什么条件","中山大学2024年面向香港、澳门、台湾地区招收研究生拟录取名单公示","研究生院关于做好2024学年研究生国家奖学金、宝钢奖学金和医药学奖学金评选工作的通知（研院〔2024〕102号）","","0.0351","aggregation_drop","14","18","requires_multi_kp","multi_kp","standard","eligibility_condition","录取有效性条件","otid_e9ff52409e304167","otid_ae35be68cab64ecc","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","Who is eligible to apply for the 2024 in-service clinical physician doctoral qualification recognition according to the notice?","关于2024年在职临床医师以研究生毕业同等学力申请临床医学博士专业学位资格认定的通知","中山大学2024年强基计划培养方案及院系联系方式","","0","aggregation_drop","4","4","best_kpid_confusion","single_kp","standard","eligibility_condition","中山大学在职医师博士资格认定","otid_79fde873cbd54280","otid_9fc8c3cad7a4411e","No obvious dataset-rationality flag from title/year/query heuristics."
