"reviewPriority","recommendation","query","expectedTitle","top1Title","flags","titleSimilarity","entryBucket","finalRank","bestCorrectRrfRank","failureRisk","supportPattern","queryType","queryScope","themeFamily","expectedOtid","top1Otid","rationale"
"high","verify_eval_boundary_or_expected_otid","中山大学2019年自主招生的面试是如何进行的？","中山大学2019年自主招生准考证打印及考核方案的相关说明","中山大学2019年自主招生准考证打印及考核方案的相关说明","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","1","best_kpid_confusion","single_kp","standard","policy_overview","自主招生考核方式","otid_66d0b0a3af494257","otid_66d0b0a3af494257","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","2026年鹏城实验室-中大联培专项计划招收哪些学科专业的博士生？","鹏城国家实验室-中山大学2026年联合培养博士研究生专项计划招生简章","鹏城国家实验室-中山大学2026年联合培养博士研究生专项计划招生简章","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","1","best_kpid_confusion","single_kp","standard","policy_overview","鹏城实验室-中大联培","otid_ae46d4b5d6e74990","otid_ae46d4b5d6e74990","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","如果我想按2025年软件工程学院转院系专业规则转入软件工程学院 资格要求 初试面试和最终录取规则要一起看哪些要点","软件工程学院关于印发《软件工程学院接收本科生转院系专业实施细则》的通知","软件工程学院关于印发《软件工程学院接收本科生转院系专业实施细则》的通知","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","1","partial_multi_kp_coverage","multi_kp","situational","policy_overview","软件工程转专业政策","otid_6010e10f0bd24934","otid_6010e10f0bd24934","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","医学博士外语统考对硕士学位类别有什么要求","关于在职临床医师申请临床医学和口腔医学博士专业学位参加全国医学博士外语统一考试报名工作的通知","关于在职临床医师申请临床医学和口腔医学博士专业学位参加全国医学博士外语统一考试报名工作的通知","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","4","best_kpid_confusion","single_kp","standard","eligibility_condition","2024博士外语统考资格要求","otid_529165c30e3a4d41","otid_529165c30e3a4d41","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","医学博士外语统考对临床工作年限有什么要求","关于在职临床医师申请临床医学和口腔医学博士专业学位参加全国医学博士外语统一考试报名工作的通知","关于在职临床医师申请临床医学和口腔医学博士专业学位参加全国医学博士外语统一考试报名工作的通知","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","1","best_kpid_confusion","single_kp","standard","eligibility_condition","2024博士外语统考资格要求","otid_529165c30e3a4d41","otid_529165c30e3a4d41","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","2018年马克思主义学院申请考核制博士对报考学历有什么要求","中山大学关于马克思主义学院2018年以“申请—考核”制招收博士研究生（第二批）的通知","中山大学关于马克思主义学院2018年以“申请—考核”制招收博士研究生（第二批）的通知","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","6","best_kpid_confusion","single_kp","standard","eligibility_condition","申请考核博士报考条件","otid_b2a1cc3ccb21453c","otid_b2a1cc3ccb21453c","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","申请2020年全国医学博士外语统一考试，需要在本专业从事临床医疗工作满几年？","关于在职临床医师申请临床医学和口腔医学博士专业学位参加全国医学博士外语统一考试报名工作的通知","关于在职临床医师申请临床医学和口腔医学博士专业学位参加全国医学博士外语统一考试报名工作的通知","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","3","best_kpid_confusion","single_kp","standard","eligibility_condition","在职医师博士考试报名条件","otid_273cdf3acb7346fd","otid_273cdf3acb7346fd","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","2023学年研究生各项奖学金里 哪些捐赠奖学金限定学院专业或年级","研究生院关于做好2023学年研究生各项奖学金评选工作的通知（研院〔2023〕130号）","研究生院关于做好2023学年研究生各项奖学金评选工作的通知（研院〔2023〕130号）","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","1","best_kpid_confusion","multi_kp","standard","eligibility_condition","奖学金学院限制","otid_46b7578040384d16","otid_46b7578040384d16","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","2020高水平运动队初审合格后 是否必须在系统里确认并缴费","关于中山大学2020年高水平运动队招生测试安排的通知","关于中山大学2020年高水平运动队招生测试安排的通知","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","1","best_kpid_confusion","single_kp","situational","fact_detail","招生流程","otid_a03c3337485448e0","otid_a03c3337485448e0","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","2020在职医师博士资格认定材料清单","关于2020年在职临床医师以研究生毕业同等学力申请临床医学博士专业学位资格认定的通知","关于2020年在职临床医师以研究生毕业同等学力申请临床医学博士专业学位资格认定的通知","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","1","best_kpid_confusion","single_kp","short_keyword","fact_detail","在职临床医师博士资格认定2020","otid_b57a49e0f30144fb","otid_b57a49e0f30144fb","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","2018临床医学博士资格认定材料最晚什么时候交到研究生院","关于2018年在职临床医师以研究生毕业同等学力申请临床医学博士专业学位资格认定的通知","关于2018年在职临床医师以研究生毕业同等学力申请临床医学博士专业学位资格认定的通知","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","1","best_kpid_confusion","single_kp","short_keyword","fact_detail","在职临床医师博士资格认定2018","otid_e2bcfb99b4af4c46","otid_e2bcfb99b4af4c46","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","expand_acceptable_otids_or_replace_case","按2019年下半年同等学力临床医学博士答辩通知，如果想完成答辩并领取学位证书，应该怎么规划时间？","关于2019年下半年同等学力人员申请临床医学博士专业学位论文答辩的通知","关于2021年下半年同等学力人员申请临床医学博士专业学位论文答辩的通知","same_family_version_chain|near_duplicate_title","1","aggregation_drop","2","1","needs_ot_context","ot_required","situational","time_location","同等学力博士答辩","otid_14f1526dcec041d6","otid_e4227af2d62a4f20","expected and top1 titles are nearly duplicate; correct document entered candidate retrieval but lost final aggregation."
"high","expand_acceptable_otids_or_replace_case","2023年上半年同等学力申请硕士学位论文答辩的网上申请截止日期是哪天？","关于2023年上半年同等学力人员申请硕士学位论文答辩的通知","关于2023年下半年同等学力人员申请硕士学位论文答辩的通知","same_family_version_chain|near_duplicate_title","0.84","aggregation_drop","3","5","best_kpid_confusion","single_kp","standard","time_location","答辩申请时间","otid_3be934ddb5624284","otid_c7dc0e8b08b445e6","expected and top1 titles are nearly duplicate; correct document entered candidate retrieval but lost final aggregation."
"high","expand_acceptable_otids_or_replace_case","2020学年春季学期开学注册通知中，2021年寒假后的研究生注册规定是什么？","关于在校研究生2021年寒假及2020学年春季学期开学注册有关事项的通知","关于在校研究生2021学年寒假放假及2021学年春季学期开学注册有关事项的通知","same_family_version_chain|near_duplicate_title","0.8333","aggregation_drop","2","5","needs_ot_context","ot_required","short_keyword","policy_overview","研究生寒假注册政策","otid_9616403d7b39495c","otid_9cd645190fe2468b","expected and top1 titles are nearly duplicate; correct document entered candidate retrieval but lost final aggregation."
"high","add_year_or_replace_case","博士研究生统一入学考试的时间和地点是什么？","关于2019年博士研究生入学考试时间、“申请-考核”制招生院系统考考生考试科目等的公告","中山大学2018年博士研究生招生报名公告","no_explicit_year|competing_year_version","0.1667","unknown","","6","document_miss","single_kp","standard","time_location","博士考试时间地点","otid_7e097cbd3c524853","otid_f432dc1f6535443f","expected document is year-specific but query has no explicit year; top1 is another year/version in a competing document chain."
"medium","keep_as_algorithm_case_after_dataset_review","2024推免生资格取消情形","中山大学2024年推荐免试研究生接收办法","中山大学人工智能学院2024年推荐免试研究生接收办法","same_family_version_chain","0.625","aggregation_drop","2","7","best_kpid_confusion","multi_kp","short_keyword","policy_overview","推免资格管理","otid_f3ee1947f40e4b18","otid_64fee3c7ad80452e","expected and top1 titles are in the same topic family; correct document entered candidate retrieval but lost final aggregation."
"medium","anchor_query_with_entity_year_or_replace_case","我现在是应届硕士生，准备报2024年博士，但不确定网上报名、材料上传、导师确认和系统填报有没有先后要求，报名阶段最需要注意哪些事？","中山大学2024年博士研究生招生章程及招生学科专业目录","中山大学2024年博士研究生招生报名公告","vague_or_context_dependent_query","0.3","early_late","14","72","requires_multi_kp","multi_kp","situational","procedure","博士招生报名流程","otid_68999cb6f0a3468d","otid_a206a52bfb3f46aa","query contains vague or context-dependent wording."
"medium","anchor_query_with_entity_year_or_replace_case","一名应届硕士毕业生 想报考2024年博士 报名时需要注意什么","中山大学2024年博士研究生招生章程及招生学科专业目录","广州实验室-中山大学2024年联合培养博士研究生专项计划招生简章","vague_or_context_dependent_query","0.1563","aggregation_drop","13","5","requires_multi_kp","multi_kp","situational","procedure","博士招生报名流程","otid_68999cb6f0a3468d","otid_57fa7965fa92417a","query contains vague or context-dependent wording; correct document entered candidate retrieval but lost final aggregation."
"low","keep_as_algorithm_case_after_dataset_review","在职临床医师申请2018年博士专业学位考试必须先通过什么？","研究生院关于报名参加2018年在职临床医师申请临床医学和口腔医学博士专业学位全国外语统一考试的通知","关于在职临床医师申请临床医学和口腔医学 博士专业学位参加全国医学博士外语统一 考试报名工作的通知","","0.6122","aggregation_drop","2","2","best_kpid_confusion","single_kp","standard","eligibility_condition","在职医师博士外语考试","otid_e4efdd28508c4082","otid_f450a6e1ebc84279","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2026年选择报考点的整个报名和考试流程是怎样的","2026年全国硕士研究生报名考试中山大学报考点（代码：4413）公告","2026年全国硕士研究生招生考试中山大学报考点（代码4413）网上确认公告","","0.5862","aggregation_drop","3","6","partial_multi_kp_coverage","multi_kp","standard","procedure","考研报名流程","otid_139b9801959d4db4","otid_8f77ee9e86c84c7d","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2023年报考点网上确认时间和入口","2023年全国硕士研究生招生考试中山大学报考点（代码4413）网上确认公告","全国2023年硕士研究生报名考试中山大学报考点（代码：4413）公告","","0.5862","aggregation_drop","2","6","best_kpid_confusion","multi_kp","short_keyword","time_location","网上确认时间安排","otid_aa024784667d4f5a","otid_73f79ecec23b48cf","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2017硕博连读 奖助金 导师配套 招生计划","关于做好2017级硕士研究生硕博连读资格遴选及中期考核工作的通知","关于做好2017学年度博士研究生资格考试及硕士研究生中期考核工作的通知","","0.4211","aggregation_drop","2","2","needs_ot_context","ot_required","short_keyword","policy_overview","硕博连读资格遴选与中期考核","otid_98b7442daf494e5c","otid_92ea2243bff94304","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","参加2024强基计划考核的考生需要满足哪些整体条件才能被录取","中山大学关于公布2024年强基计划考核入围标准和考核安排的通知","中山大学关于公布2024年强基计划录取标准的通知","","0.4167","aggregation_drop","2","6","partial_multi_kp_coverage","multi_kp","standard","eligibility_condition","中山大学2024强基计划考核","otid_1d0896a191814c1e","otid_1637de59ecdf419c","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2024资格认定中 外语统考通过后还要完成哪些材料提交和审核步骤","关于2024年在职临床医师以研究生毕业同等学力申请临床医学博士专业学位资格认定的通知","关于2023年下半年同等学力人员申请临床医学博士专业学位论文答辩的通知","","0.3696","aggregation_drop","2","6","best_kpid_confusion","multi_kp","situational","procedure","在职临床医师博士资格认定","otid_79fde873cbd54280","otid_dcf55ee630fa41da","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2022年中山大学报考点研究生初试的考试时间是什么？","中山大学报考点2022年全国硕士研究生招生考试初试考场安排公告","全国2022年硕士研究生报名考试中山大学报考点（代码：4413）公告","","0.3125","aggregation_drop","2","1","best_kpid_confusion","single_kp","standard","time_location","研究生考试考场安排","otid_5ff73caf3b104c08","otid_f4f08d56e1d84704","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2018年考试报名地点","研究生院关于报名参加2018年在职临床医师申请临床医学和口腔医学博士专业学位全国外语统一考试的通知","关于做好中山大学同等学力申请硕士学位人员2018年全国统一考试报名工作的通知","","0.1724","aggregation_drop","2","2","best_kpid_confusion","single_kp","short_keyword","time_location","在职医师博士外语考试","otid_e4efdd28508c4082","otid_10113240e3a74f20","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","我们单位报2022年奖助金名单最晚啥时候？","研究生院关于做好2022学年硕士研究生奖助金评审工作的通知","关于研究生2022学年9月、10月奖助金发放情况的公告","","0.1622","aggregation_drop","2","1","best_kpid_confusion","single_kp","situational","time_location","奖助金评审","otid_ed4b1cd55d9e4326","otid_7d9f138aeeb74dac","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2024年强基计划各院系找谁都有哪些","中山大学2024年强基计划培养方案及院系联系方式","中山大学关于公布2024年强基计划录取标准的通知","","0.12","aggregation_drop","2","1","needs_ot_context","ot_required","standard","fact_detail","强基计划联系方式","otid_9fc8c3cad7a4411e","otid_1637de59ecdf419c","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","港澳台考生报考2024年研究生需要提交哪些身份证明和报名材料","中山大学2024年面向香港、澳门、台湾地区招收博士、硕士研究生章程及招生学科专业目录","中山大学2024年港澳台研究生招生初试合格成绩要求的公告","","0.093","aggregation_drop","3","7","best_kpid_confusion","multi_kp","standard","procedure","港澳台招生报名","otid_ee3035722c4b481e","otid_44c68315287642c2","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","在香港的本科毕业生 想报考2024年的硕士 初试科目是什么？报名截止时间是什么时候","中山大学2024年面向香港、澳门、台湾地区招收博士、硕士研究生章程及招生学科专业目录","2024年全国硕士研究生报名考试中山大学报考点（代码：4413）公告","","0.087","aggregation_drop","2","5","best_kpid_confusion","multi_kp","situational","time_location","港澳台招生考试","otid_ee3035722c4b481e","otid_06710b412753461e","No obvious dataset-rationality flag from title/year/query heuristics."
"low","manual_review","软件工程学院2023年转专业实施细则的主要内容和政策概览是什么？","软件工程学院关于印发《软件工程学院接收本科生转专业实施细则》的通知","主题教育 | 软件工程学院党委主题教育读书班集中研读《习近平新时代中国特色社会主义思想学习纲要(2023年版)》","","0.082","unknown","","1","needs_ot_context","ot_required","standard","policy_overview","转专业政策","otid_67d3c146cf8c48b8","otid_a1d022f911314306","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2023年联合培养博士申请对英语水平有什么要求","2023年中山大学-鹏城实验室联合培养博士研究生专项计划招生简章","关于启动2023年中山大学博士生国外访学与合作研究项目资助计划的通知","","0.0714","aggregation_drop","2","6","best_kpid_confusion","single_kp","standard","eligibility_condition","联合培养博士申请条件","otid_903e35dbd70b496d","otid_dd1bdc2782194207","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2024年硕士招生的整体招生流程和最终计划确定方式是什么","中山大学2024年硕士研究生招生章程及招生学科专业目录","招生资讯转载 | 中山大学材料科学与工程学院关于接收2024年工程硕博士改革专项研究生的补报名通知","","0.0612","aggregation_drop","4","2","needs_ot_context","ot_required","standard","policy_overview","招生政策","otid_1c14b6043fd645c8","otid_fd6621f974774e1c","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","明天要查中大2024综评审核结果，具体怎么操作？","中山大学关于公布2024年广东省综合评价材料审核通过名单的通知","研究生院关于做好2024学年博士和硕士研究生奖助金评审工作的通知（研院〔2024〕86号）","","0.06","aggregation_drop","4","14","best_kpid_confusion","single_kp","situational","fact_detail","审核结果查看","otid_2d77227bd2fa473c","otid_b5b5d513960a454f","No obvious dataset-rationality flag from title/year/query heuristics."
"low","manual_review","被录取的2024年少干计划学生学费和奖励资助政策是什么","中山大学2024年少数民族高层次骨干人才计划研究生招生公告","研究生院关于2024学年11月研究生奖助金发放安排的通知","","0.0526","early_late","5","34","needs_ot_context","ot_required","standard","policy_overview","少干计划费用政策","otid_0d274d8aa9684e3e","otid_eb35af21c08c4706","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","缴费时间 2022","中山大学关于2022年高水平运动队招生测试安排的通知","中山大学2022年博士研究生报名公告","","0","aggregation_drop","4","16","best_kpid_confusion","single_kp","short_keyword","fact_detail","中山大学2022高水平运动队测试","otid_cb15bb6977d54dca","otid_8c27fc74819145d9","No obvious dataset-rationality flag from title/year/query heuristics."
